Time,Execution Time
Thu Nov 26 13:11:47 2020,0.30584001541137695
Thu Nov 26 13:11:48 2020,0.2736392021179199
Thu Nov 26 13:11:50 2020,0.3072969913482666
Thu Nov 26 13:11:51 2020,0.39211606979370117
Thu Nov 26 13:11:53 2020,0.2864549160003662
Thu Nov 26 13:11:54 2020,0.3265058994293213
Thu Nov 26 13:11:55 2020,0.305743932723999
Thu Nov 26 13:11:57 2020,0.3057739734649658
Thu Nov 26 13:11:58 2020,0.41021299362182617
Thu Nov 26 13:12:00 2020,0.40564823150634766
Thu Nov 26 13:12:02 2020,0.4082491397857666
Thu Nov 26 13:12:03 2020,0.4083828926086426
Thu Nov 26 13:12:05 2020,0.4082040786743164
Thu Nov 26 13:12:06 2020,0.30573368072509766
Thu Nov 26 13:12:07 2020,0.3057992458343506
Thu Nov 26 13:12:09 2020,0.4032721519470215
Thu Nov 26 13:12:10 2020,0.2745978832244873
Thu Nov 26 13:12:12 2020,0.3188457489013672
Thu Nov 26 13:12:13 2020,0.3059368133544922
Thu Nov 26 13:12:15 2020,0.275068998336792
Thu Nov 26 13:12:16 2020,0.3060920238494873
Thu Nov 26 13:12:17 2020,0.37766599655151367
Thu Nov 26 13:12:19 2020,0.4024372100830078
Thu Nov 26 13:12:20 2020,0.3071599006652832
Thu Nov 26 13:12:22 2020,0.3260951042175293
Thu Nov 26 13:12:23 2020,0.40822291374206543
Thu Nov 26 13:12:25 2020,0.30642080307006836
Thu Nov 26 13:12:26 2020,0.30607104301452637
Thu Nov 26 13:12:28 2020,0.31046080589294434
Thu Nov 26 13:12:29 2020,0.3038291931152344
Thu Nov 26 13:12:30 2020,0.30603599548339844
Thu Nov 26 13:12:32 2020,0.2804429531097412
Thu Nov 26 13:12:33 2020,0.40925097465515137
Thu Nov 26 13:12:35 2020,0.3032660484313965
Thu Nov 26 13:12:36 2020,0.2762870788574219
Thu Nov 26 13:12:38 2020,0.27512383460998535
Thu Nov 26 13:12:39 2020,0.2979881763458252
Thu Nov 26 13:12:40 2020,0.3059360980987549
Thu Nov 26 13:12:42 2020,0.305880069732666
Thu Nov 26 13:12:43 2020,0.40334296226501465
Thu Nov 26 13:12:45 2020,0.3056190013885498
Thu Nov 26 13:12:46 2020,0.30371809005737305
Thu Nov 26 13:12:48 2020,0.30604982376098633
Thu Nov 26 13:12:49 2020,0.30582714080810547
Thu Nov 26 13:12:50 2020,0.3059120178222656
Thu Nov 26 13:12:52 2020,0.30751681327819824
Thu Nov 26 13:12:53 2020,0.30600595474243164
Thu Nov 26 13:12:55 2020,0.305279016494751
Thu Nov 26 13:12:56 2020,0.28215575218200684
Thu Nov 26 13:12:58 2020,0.3137691020965576
Thu Nov 26 13:12:59 2020,0.30587077140808105
Thu Nov 26 13:13:00 2020,0.3044891357421875
Thu Nov 26 13:13:02 2020,0.3058750629425049
Thu Nov 26 13:13:03 2020,0.3053269386291504
Thu Nov 26 13:13:05 2020,0.38816094398498535
Thu Nov 26 13:13:06 2020,0.30507707595825195
Thu Nov 26 13:13:08 2020,0.27742719650268555
Thu Nov 26 13:13:09 2020,0.310122013092041
Thu Nov 26 13:13:11 2020,0.27411723136901855
Thu Nov 26 13:13:12 2020,0.3516991138458252
Thu Nov 26 13:13:14 2020,0.3058888912200928
Thu Nov 26 13:13:15 2020,0.2991962432861328
Thu Nov 26 13:13:16 2020,0.3053450584411621
Thu Nov 26 13:13:18 2020,0.5126931667327881
Thu Nov 26 13:13:19 2020,0.3243598937988281
Thu Nov 26 13:13:21 2020,0.3976001739501953
Thu Nov 26 13:13:22 2020,0.3226187229156494
Thu Nov 26 13:13:24 2020,0.30585336685180664
Thu Nov 26 13:13:25 2020,0.30484914779663086
Thu Nov 26 13:13:27 2020,0.3076159954071045
Thu Nov 26 13:13:28 2020,0.3056216239929199
Thu Nov 26 13:13:30 2020,0.2725980281829834
Thu Nov 26 13:13:31 2020,0.585745096206665
Thu Nov 26 13:13:33 2020,0.33084607124328613
Thu Nov 26 13:13:34 2020,0.3071129322052002
Thu Nov 26 13:13:36 2020,0.3503451347351074
Thu Nov 26 13:13:37 2020,0.2737159729003906
Thu Nov 26 13:13:39 2020,0.4084889888763428
Thu Nov 26 13:13:40 2020,0.4053061008453369
Thu Nov 26 13:13:42 2020,0.3058452606201172
Thu Nov 26 13:13:43 2020,0.3056337833404541
Thu Nov 26 13:13:44 2020,0.29285717010498047
Thu Nov 26 13:13:46 2020,0.3057858943939209
Thu Nov 26 13:13:47 2020,0.327603816986084
Thu Nov 26 13:13:49 2020,0.41101813316345215
Thu Nov 26 13:13:50 2020,0.3057999610900879
Thu Nov 26 13:13:52 2020,0.6266758441925049
Thu Nov 26 13:13:53 2020,0.30591487884521484
Thu Nov 26 13:13:55 2020,0.3142569065093994
Thu Nov 26 13:13:56 2020,0.30632901191711426
Thu Nov 26 13:13:58 2020,0.3537631034851074
Thu Nov 26 13:13:59 2020,0.2708706855773926
Thu Nov 26 13:14:00 2020,0.397489070892334
Thu Nov 26 13:14:02 2020,0.3054230213165283
Thu Nov 26 13:14:03 2020,0.27149486541748047
Thu Nov 26 13:14:04 2020,0.30590391159057617
Thu Nov 26 13:14:06 2020,0.3048689365386963
Thu Nov 26 13:14:08 2020,0.5357918739318848
Thu Nov 26 13:14:09 2020,0.4191429615020752
Thu Nov 26 13:14:11 2020,0.405562162399292
Thu Nov 26 13:14:12 2020,0.409121036529541
Thu Nov 26 13:14:14 2020,0.3762829303741455
Thu Nov 26 13:14:15 2020,0.3057548999786377
Thu Nov 26 13:14:16 2020,0.30257487297058105
Thu Nov 26 13:14:18 2020,0.2733910083770752
Thu Nov 26 13:14:19 2020,0.4065709114074707
Thu Nov 26 13:14:21 2020,0.2810699939727783
Thu Nov 26 13:14:22 2020,0.32675623893737793
Thu Nov 26 13:14:23 2020,0.3108198642730713
Thu Nov 26 13:14:25 2020,0.30222082138061523
Thu Nov 26 13:14:26 2020,0.3058278560638428
Thu Nov 26 13:14:28 2020,0.3060791492462158
Thu Nov 26 13:14:29 2020,0.298032283782959
Thu Nov 26 13:14:30 2020,0.30776214599609375
Thu Nov 26 13:14:32 2020,0.4173088073730469
Thu Nov 26 13:14:33 2020,0.3060121536254883
Thu Nov 26 13:14:35 2020,0.31678175926208496
Thu Nov 26 13:14:36 2020,0.3054780960083008
Thu Nov 26 13:14:38 2020,0.3206970691680908
Thu Nov 26 13:14:39 2020,0.2977278232574463
Thu Nov 26 13:14:41 2020,0.30626916885375977
Thu Nov 26 13:14:42 2020,0.30613183975219727
Thu Nov 26 13:14:44 2020,0.30645298957824707
Thu Nov 26 13:14:45 2020,0.30696606636047363
Thu Nov 26 13:14:46 2020,0.3064911365509033
Thu Nov 26 13:14:48 2020,0.3746492862701416
Thu Nov 26 13:14:49 2020,0.47701287269592285
Thu Nov 26 13:14:51 2020,0.35668134689331055
Thu Nov 26 13:14:53 2020,0.2758908271789551
Thu Nov 26 13:14:54 2020,0.2709641456604004
Thu Nov 26 13:14:55 2020,0.28088808059692383
Thu Nov 26 13:14:57 2020,0.27733516693115234
Thu Nov 26 13:14:58 2020,0.4978299140930176
Thu Nov 26 13:14:59 2020,0.2866220474243164
Thu Nov 26 13:15:01 2020,0.276256799697876
Thu Nov 26 13:15:02 2020,0.3912191390991211
Thu Nov 26 13:15:04 2020,0.3056771755218506
Thu Nov 26 13:15:05 2020,0.3041839599609375
Thu Nov 26 13:15:07 2020,0.3053629398345947
Thu Nov 26 13:15:08 2020,0.3063631057739258
Thu Nov 26 13:15:09 2020,0.3024880886077881
Thu Nov 26 13:15:11 2020,0.32775282859802246
Thu Nov 26 13:15:12 2020,0.3589451313018799
Thu Nov 26 13:15:14 2020,0.29680800437927246
Thu Nov 26 13:15:15 2020,0.30580830574035645
Thu Nov 26 13:15:17 2020,0.4096708297729492
Thu Nov 26 13:15:18 2020,0.30544114112854004
Thu Nov 26 13:15:19 2020,0.2897469997406006
Thu Nov 26 13:15:21 2020,0.3055410385131836
Thu Nov 26 13:15:22 2020,0.30573487281799316
Thu Nov 26 13:15:24 2020,0.3043217658996582
Thu Nov 26 13:15:25 2020,0.30593299865722656
Thu Nov 26 13:15:26 2020,0.3060281276702881
Thu Nov 26 13:15:28 2020,0.3055272102355957
Thu Nov 26 13:15:30 2020,0.5007948875427246
Thu Nov 26 13:15:31 2020,0.30740904808044434
Thu Nov 26 13:15:32 2020,0.3059849739074707
Thu Nov 26 13:15:34 2020,0.3090648651123047
Thu Nov 26 13:15:35 2020,0.4094390869140625
Thu Nov 26 13:15:37 2020,0.5212359428405762
Thu Nov 26 13:15:38 2020,0.31903815269470215
Thu Nov 26 13:15:40 2020,0.29474306106567383
Thu Nov 26 13:15:41 2020,0.3036768436431885
Thu Nov 26 13:15:43 2020,0.2774207592010498
Thu Nov 26 13:15:44 2020,0.31490397453308105
Thu Nov 26 13:15:45 2020,0.3224368095397949
Thu Nov 26 13:15:47 2020,0.48741984367370605
Thu Nov 26 13:15:49 2020,0.38144993782043457
Thu Nov 26 13:15:50 2020,0.3815488815307617
Thu Nov 26 13:15:52 2020,0.31414198875427246
Thu Nov 26 13:15:53 2020,0.27472877502441406
Thu Nov 26 13:15:54 2020,0.40654683113098145
Thu Nov 26 13:15:56 2020,0.4153468608856201
Thu Nov 26 13:15:57 2020,0.40847206115722656
Thu Nov 26 13:15:59 2020,0.30565810203552246
Thu Nov 26 13:16:00 2020,0.30565595626831055
Thu Nov 26 13:16:02 2020,0.3449888229370117
Thu Nov 26 13:16:03 2020,0.36652708053588867
Thu Nov 26 13:16:05 2020,0.3067309856414795
Thu Nov 26 13:16:06 2020,0.3050360679626465
Thu Nov 26 13:16:08 2020,0.30587220191955566
Thu Nov 26 13:16:09 2020,0.27513670921325684
Thu Nov 26 13:16:10 2020,0.3164691925048828
Thu Nov 26 13:16:12 2020,0.27644991874694824
Thu Nov 26 13:16:13 2020,0.41118288040161133
Thu Nov 26 13:16:14 2020,0.27880001068115234
Thu Nov 26 13:16:16 2020,0.3607048988342285
Thu Nov 26 13:16:17 2020,0.3949317932128906
Thu Nov 26 13:16:19 2020,0.3861989974975586
Thu Nov 26 13:16:20 2020,0.3803708553314209
Thu Nov 26 13:16:22 2020,0.2747020721435547
Thu Nov 26 13:16:23 2020,0.30690693855285645
Thu Nov 26 13:16:24 2020,0.3062872886657715
Thu Nov 26 13:16:26 2020,0.3060920238494873
Thu Nov 26 13:16:27 2020,0.30510783195495605
Thu Nov 26 13:16:28 2020,0.3058621883392334
Thu Nov 26 13:16:30 2020,0.29344916343688965
Thu Nov 26 13:16:31 2020,0.3039700984954834
Thu Nov 26 13:16:33 2020,0.30586695671081543
Thu Nov 26 13:16:34 2020,0.30600595474243164
Thu Nov 26 13:16:36 2020,0.30585384368896484
Thu Nov 26 13:16:37 2020,0.3775062561035156
Thu Nov 26 13:16:39 2020,0.3113241195678711
Thu Nov 26 13:16:40 2020,0.3141758441925049
Thu Nov 26 13:16:41 2020,0.3069438934326172
Thu Nov 26 13:16:43 2020,0.40223002433776855
Thu Nov 26 13:16:44 2020,0.3040177822113037
Thu Nov 26 13:16:46 2020,0.3060569763183594
Thu Nov 26 13:16:47 2020,0.3054630756378174
Thu Nov 26 13:16:48 2020,0.32536983489990234
Thu Nov 26 13:16:50 2020,0.3095889091491699
Thu Nov 26 13:16:51 2020,0.30617594718933105
Thu Nov 26 13:16:53 2020,0.2759590148925781
Thu Nov 26 13:16:54 2020,0.27036023139953613
Thu Nov 26 13:16:55 2020,0.31664514541625977
Thu Nov 26 13:16:57 2020,0.412492036819458
Thu Nov 26 13:16:59 2020,0.3880431652069092
Thu Nov 26 13:17:00 2020,0.40350985527038574
Thu Nov 26 13:17:01 2020,0.3070638179779053
Thu Nov 26 13:17:03 2020,0.3033630847930908
Thu Nov 26 13:17:04 2020,0.28978586196899414
Thu Nov 26 13:17:06 2020,0.30990004539489746
Thu Nov 26 13:17:07 2020,0.3059062957763672
Thu Nov 26 13:17:08 2020,0.305682897567749
Thu Nov 26 13:17:10 2020,0.3057079315185547
Thu Nov 26 13:17:11 2020,0.30596375465393066
Thu Nov 26 13:17:13 2020,0.30591773986816406
Thu Nov 26 13:17:14 2020,0.28980422019958496
Thu Nov 26 13:17:15 2020,0.3080441951751709
Thu Nov 26 13:17:17 2020,0.37077784538269043
Thu Nov 26 13:17:18 2020,0.3063967227935791
Thu Nov 26 13:17:20 2020,0.3050570487976074
Thu Nov 26 13:17:21 2020,0.3062100410461426
Thu Nov 26 13:17:22 2020,0.3098151683807373
Thu Nov 26 13:17:24 2020,0.40690016746520996
Thu Nov 26 13:17:25 2020,0.32398200035095215
Thu Nov 26 13:17:27 2020,0.33310627937316895
Thu Nov 26 13:17:28 2020,0.354093074798584
Thu Nov 26 13:17:30 2020,0.3067750930786133
Thu Nov 26 13:17:31 2020,0.30472803115844727
Thu Nov 26 13:17:32 2020,0.3009669780731201
Thu Nov 26 13:17:34 2020,0.3173680305480957
Thu Nov 26 13:17:35 2020,0.3069911003112793
Thu Nov 26 13:17:37 2020,0.3057541847229004
Thu Nov 26 13:17:38 2020,0.28527212142944336
Thu Nov 26 13:17:40 2020,0.3051750659942627
Thu Nov 26 13:17:41 2020,0.39608287811279297
Thu Nov 26 13:17:43 2020,0.2848391532897949
Thu Nov 26 13:17:44 2020,0.3051478862762451
Thu Nov 26 13:17:45 2020,0.3057389259338379
Thu Nov 26 13:17:47 2020,0.43160033226013184
Thu Nov 26 13:17:48 2020,0.30661988258361816
Thu Nov 26 13:17:50 2020,0.3010141849517822
Thu Nov 26 13:17:51 2020,0.2784571647644043
Thu Nov 26 13:17:53 2020,0.30582118034362793
Thu Nov 26 13:17:54 2020,0.3034088611602783
Thu Nov 26 13:17:55 2020,0.30660367012023926
Thu Nov 26 13:17:57 2020,0.3288228511810303
Thu Nov 26 13:17:58 2020,0.31317925453186035
Thu Nov 26 13:18:00 2020,0.30481791496276855
Thu Nov 26 13:18:01 2020,0.5109179019927979
Thu Nov 26 13:18:03 2020,0.565723180770874
Thu Nov 26 13:18:05 2020,0.38272595405578613
Thu Nov 26 13:18:06 2020,0.30563902854919434
Thu Nov 26 13:18:08 2020,0.3057279586791992
Thu Nov 26 13:18:09 2020,0.40810704231262207
Thu Nov 26 13:18:10 2020,0.27992987632751465
Thu Nov 26 13:18:12 2020,0.31548476219177246
Thu Nov 26 13:18:13 2020,0.30512309074401855
Thu Nov 26 13:18:15 2020,0.30515193939208984
Thu Nov 26 13:18:16 2020,0.28208279609680176
Thu Nov 26 13:18:17 2020,0.30710601806640625
Thu Nov 26 13:18:19 2020,0.3820009231567383
Thu Nov 26 13:18:20 2020,0.2868778705596924
Thu Nov 26 13:18:22 2020,0.330981969833374
